"Notes"	"Disease"	"Disease Code"	"Year"	"Year Code"	"Regions/States"	"Regions/States Code"	Case Count	Population for Published Rate	Published Rate
	"Tetanus"	"10210"	"2019"	"2019"	"Tennessee"	"47"	0	6829174	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"West South Central"	"REGION7"	3	40619450	0.01
	"Tetanus"	"10210"	"2019"	"2019"	"Arkansas"	"05"	0	3017804	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"Louisiana"	"22"	0	4648794	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"Oklahoma"	"40"	1	3956971	0.03
	"Tetanus"	"10210"	"2019"	"2019"	"Texas"	"48"	2	28995881	0.01
	"Tetanus"	"10210"	"2019"	"2019"	"Mountain"	"REGION8"	4	24854998	0.02
	"Tetanus"	"10210"	"2019"	"2019"	"Arizona"	"04"	1	7278717	0.01
	"Tetanus"	"10210"	"2019"	"2019"	"Colorado"	"08"	1	5758736	0.02
	"Tetanus"	"10210"	"2019"	"2019"	"Idaho"	"16"	0	1787065	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"Montana"	"30"	1	1068778	0.09
	"Tetanus"	"10210"	"2019"	"2019"	"Nevada"	"32"	0	3080156	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"New Mexico"	"35"	1	2096829	0.05
	"Tetanus"	"10210"	"2019"	"2019"	"Utah"	"49"	0	3205958	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"Pacific"	"REGION9"	5	53492270	0.01
	"Tetanus"	"10210"	"2019"	"2019"	"Alaska"	"02"	0	731545	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"California"	"06"	2	39512223	0.01
	"Tetanus"	"10210"	"2019"	"2019"	"Hawaii"	"15"	1	1415872	0.07
	"Tetanus"	"10210"	"2019"	"2019"	"Oregon"	"41"	0	4217737	0.00
	"Tetanus"	"10210"	"2019"	"2019"	"Washington"	"53"	2	7614893	0.03
	"Tetanus"	"10210"	"2019"	"2019"	"Territories"	"REGION10"	0	Not Available	Not Applicable
	"Tetanus"	"10210"	"2019"	"2019"	"American Samoa"	"60"	0	Not Available	Not Applicable
	"Tetanus"	"10210"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Tetanus"	"10210"	"2019"	"2019"	"Guam"	"66"	0	Not Available	Not Applicable
	"Tetanus"	"10210"	"2019"	"2019"	"Puerto Rico"	"72"	0	Not Available	Not Applicable
	"Tetanus"	"10210"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"United States"	"U.S."	44	235551182	0.02
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"New England"	"REGION1"	1	11279776	0.01
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Connecticut"	"09"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Maine"	"23"	0	1344212	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Massachusetts"	"25"	0	6892503	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"New Hampshire"	"33"	1	1359711	0.07
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Rhode Island"	"44"	0	1059361	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Vermont"	"50"	0	623989	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	13	41137740	0.03
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"New Jersey"	"34"	0	8882190	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	1	11116744	0.01
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"New York City"	"75772"	12	8336817	0.14
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Pennsylvania"	"42"	0	12801989	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"East North Central"	"REGION3"	11	46902431	0.02
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Illinois"	"17"	1	12671821	0.01
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Indiana"	"18"	0	6732219	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Michigan"	"26"	7	9986857	0.07
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Ohio"	"39"	2	11689100	0.02
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Wisconsin"	"55"	1	5822434	0.02
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"West North Central"	"REGION4"	4	18271503	0.02
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Iowa"	"19"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Kansas"	"20"	0	2913314	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Minnesota"	"27"	0	5639632	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Missouri"	"29"	2	6137428	0.03
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Nebraska"	"31"	2	1934408	0.10
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"North Dakota"	"38"	0	762062	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"South Dakota"	"46"	0	884659	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"South Atlantic"	"REGION5"	0	29725881	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Delaware"	"10"	0	973764	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"District of Columbia"	"11"	0	705749	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Florida"	"12"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Georgia"	"13"	0	10617423	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Maryland"	"24"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"North Carolina"	"37"	0	10488084	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"South Carolina"	"45"	0	5148714	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Virginia"	"51"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"West Virginia"	"54"	0	1792147	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"East South Central"	"REGION6"	2	16200032	0.01
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Alabama"	"01"	0	4903185	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Kentucky"	"21"	0	4467673	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Mississippi"	"28"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Tennessee"	"47"	2	6829174	0.03
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"West South Central"	"REGION7"	1	7666598	0.01
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Arkansas"	"05"	1	3017804	0.03
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Louisiana"	"22"	0	4648794	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Oklahoma"	"40"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Texas"	"48"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Mountain"	"REGION8"	12	24854998	0.05
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Arizona"	"04"	0	7278717	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Colorado"	"08"	7	5758736	0.12
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Idaho"	"16"	0	1787065	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Montana"	"30"	0	1068778	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Nevada"	"32"	2	3080156	0.06
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"New Mexico"	"35"	2	2096829	0.10
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Utah"	"49"	1	3205958	0.03
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Pacific"	"REGION9"	0	39512223	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Alaska"	"02"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"California"	"06"	0	39512223	0.00
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Hawaii"	"15"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Oregon"	"41"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Washington"	"53"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Territories"	"REGION10"	0	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"American Samoa"	"60"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Guam"	"66"	0	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"Puerto Rico"	"72"	Not Reportable	Not Available	Not Applicable
	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"United States"	"U.S."	7	314467030	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"New England"	"REGION1"	0	14845063	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Connecticut"	"09"	0	3565287	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Maine"	"23"	0	1344212	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Massachusetts"	"25"	0	6892503	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"New Hampshire"	"33"	0	1359711	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Rhode Island"	"44"	0	1059361	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Vermont"	"50"	0	623989	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	0	41137740	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"New Jersey"	"34"	0	8882190	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	0	11116744	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"New York City"	"75772"	0	8336817	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Pennsylvania"	"42"	0	12801989	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"East North Central"	"REGION3"	0	46902431	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Illinois"	"17"	0	12671821	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Indiana"	"18"	0	6732219	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Michigan"	"26"	0	9986857	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Ohio"	"39"	0	11689100	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Wisconsin"	"55"	0	5822434	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"West North Central"	"REGION4"	0	18271503	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Iowa"	"19"	Not Reportable	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"Kansas"	"20"	0	2913314	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Minnesota"	"27"	0	5639632	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Missouri"	"29"	0	6137428	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Nebraska"	"31"	0	1934408	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"North Dakota"	"38"	0	762062	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"South Dakota"	"46"	0	884659	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"South Atlantic"	"REGION5"	0	55167394	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Delaware"	"10"	0	973764	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"District of Columbia"	"11"	0	705749	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Florida"	"12"	0	21477737	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Georgia"	"13"	Not Reportable	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"Maryland"	"24"	0	6045680	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"North Carolina"	"37"	0	10488084	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"South Carolina"	"45"	0	5148714	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Virginia"	"51"	0	8535519	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"West Virginia"	"54"	0	1792147	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"East South Central"	"REGION6"	0	19176181	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Alabama"	"01"	0	4903185	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Kentucky"	"21"	0	4467673	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Mississippi"	"28"	0	2976149	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Tennessee"	"47"	0	6829174	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"West South Central"	"REGION7"	0	40619450	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Arkansas"	"05"	0	3017804	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Louisiana"	"22"	0	4648794	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Oklahoma"	"40"	0	3956971	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Texas"	"48"	0	28995881	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Mountain"	"REGION8"	0	24854998	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Arizona"	"04"	0	7278717	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Colorado"	"08"	0	5758736	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Idaho"	"16"	0	1787065	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Montana"	"30"	0	1068778	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Nevada"	"32"	0	3080156	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"New Mexico"	"35"	0	2096829	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Utah"	"49"	0	3205958	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Pacific"	"REGION9"	7	53492270	0.01
	"Trichinellosis"	"10270"	"2019"	"2019"	"Alaska"	"02"	2	731545	0.27
	"Trichinellosis"	"10270"	"2019"	"2019"	"California"	"06"	0	39512223	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Hawaii"	"15"	0	1415872	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Oregon"	"41"	5	4217737	0.12
	"Trichinellosis"	"10270"	"2019"	"2019"	"Washington"	"53"	0	7614893	0.00
	"Trichinellosis"	"10270"	"2019"	"2019"	"Territories"	"REGION10"	0	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"American Samoa"	"60"	Not Reportable	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"Guam"	"66"	0	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"Puerto Rico"	"72"	Not Reportable	Not Available	Not Applicable
	"Trichinellosis"	"10270"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Tuberculosis"	"10220"	"2019"	"2019"	"United States"	"U.S."	8916	328239523	2.72
	"Tuberculosis"	"10220"	"2019"	"2019"	"New England"	"REGION1"	287	14845063	1.93
	"Tuberculosis"	"10220"	"2019"	"2019"	"Connecticut"	"09"	67	3565287	1.88
	"Tuberculosis"	"10220"	"2019"	"2019"	"Maine"	"23"	18	1344212	1.34
	"Tuberculosis"	"10220"	"2019"	"2019"	"Massachusetts"	"25"	178	6892503	2.58
	"Tuberculosis"	"10220"	"2019"	"2019"	"New Hampshire"	"33"	6	1359711	0.44
	"Tuberculosis"	"10220"	"2019"	"2019"	"Rhode Island"	"44"	14	1059361	1.32
	"Tuberculosis"	"10220"	"2019"	"2019"	"Vermont"	"50"	4	623989	0.64
	"Tuberculosis"	"10220"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	1263	41137740	3.07
	"Tuberculosis"	"10220"	"2019"	"2019"	"New Jersey"	"34"	311	8882190	3.50
	"Tuberculosis"	"10220"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	188	11116744	1.69
	"Tuberculosis"	"10220"	"2019"	"2019"	"New York City"	"75772"	566	8336817	6.79
	"Tuberculosis"	"10220"	"2019"	"2019"	"Pennsylvania"	"42"	198	12801989	1.55
	"Tuberculosis"	"10220"	"2019"	"2019"	"East North Central"	"REGION3"	766	46902431	1.63
	"Tuberculosis"	"10220"	"2019"	"2019"	"Illinois"	"17"	326	12671821	2.57
	"Tuberculosis"	"10220"	"2019"	"2019"	"Indiana"	"18"	108	6732219	1.60
	"Tuberculosis"	"10220"	"2019"	"2019"	"Michigan"	"26"	131	9986857	1.31
	"Tuberculosis"	"10220"	"2019"	"2019"	"Ohio"	"39"	150	11689100	1.28
	"Tuberculosis"	"10220"	"2019"	"2019"	"Wisconsin"	"55"	51	5822434	0.88
	"Tuberculosis"	"10220"	"2019"	"2019"	"West North Central"	"REGION4"	359	21426573	1.68
	"Tuberculosis"	"10220"	"2019"	"2019"	"Iowa"	"19"	52	3155070	1.65
	"Tuberculosis"	"10220"	"2019"	"2019"	"Kansas"	"20"	38	2913314	1.30
	"Tuberculosis"	"10220"	"2019"	"2019"	"Minnesota"	"27"	148	5639632	2.62
	"Tuberculosis"	"10220"	"2019"	"2019"	"Missouri"	"29"	70	6137428	1.14
	"Tuberculosis"	"10220"	"2019"	"2019"	"Nebraska"	"31"	17	1934408	0.88
	"Tuberculosis"	"10220"	"2019"	"2019"	"North Dakota"	"38"	18	762062	2.36
	"Tuberculosis"	"10220"	"2019"	"2019"	"South Dakota"	"46"	16	884659	1.81
	"Tuberculosis"	"10220"	"2019"	"2019"	"South Atlantic"	"REGION5"	1577	65784817	2.40
	"Tuberculosis"	"10220"	"2019"	"2019"	"Delaware"	"10"	19	973764	1.95
	"Tuberculosis"	"10220"	"2019"	"2019"	"District of Columbia"	"11"	24	705749	3.40
	"Tuberculosis"	"10220"	"2019"	"2019"	"Florida"	"12"	558	21477737	2.60
	"Tuberculosis"	"10220"	"2019"	"2019"	"Georgia"	"13"	299	10617423	2.82
	"Tuberculosis"	"10220"	"2019"	"2019"	"Maryland"	"24"	210	6045680	3.47
	"Tuberculosis"	"10220"	"2019"	"2019"	"North Carolina"	"37"	185	10488084	1.76
	"Tuberculosis"	"10220"	"2019"	"2019"	"South Carolina"	"45"	80	5148714	1.55
	"Tuberculosis"	"10220"	"2019"	"2019"	"Virginia"	"51"	192	8535519	2.25
	"Tuberculosis"	"10220"	"2019"	"2019"	"West Virginia"	"54"	10	1792147	0.56
	"Tuberculosis"	"10220"	"2019"	"2019"	"East South Central"	"REGION6"	337	19176181	1.76
	"Tuberculosis"	"10220"	"2019"	"2019"	"Alabama"	"01"	87	4903185	1.77
	"Tuberculosis"	"10220"	"2019"	"2019"	"Kentucky"	"21"	66	4467673	1.48
	"Tuberculosis"	"10220"	"2019"	"2019"	"Mississippi"	"28"	56	2976149	1.88
	"Tuberculosis"	"10220"	"2019"	"2019"	"Tennessee"	"47"	128	6829174	1.87
	"Tuberculosis"	"10220"	"2019"	"2019"	"West South Central"	"REGION7"	1385	40619450	3.41
	"Tuberculosis"	"10220"	"2019"	"2019"	"Arkansas"	"05"	64	3017804	2.12
	"Tuberculosis"	"10220"	"2019"	"2019"	"Louisiana"	"22"	89	4648794	1.91
	"Tuberculosis"	"10220"	"2019"	"2019"	"Oklahoma"	"40"	73	3956971	1.84
	"Tuberculosis"	"10220"	"2019"	"2019"	"Texas"	"48"	1159	28995881	4.00
	"Tuberculosis"	"10220"	"2019"	"2019"	"Mountain"	"REGION8"	379	24854998	1.52
	"Tuberculosis"	"10220"	"2019"	"2019"	"Arizona"	"04"	183	7278717	2.51
	"Tuberculosis"	"10220"	"2019"	"2019"	"Colorado"	"08"	66	5758736	1.15
	"Tuberculosis"	"10220"	"2019"	"2019"	"Idaho"	"16"	7	1787065	0.39
	"Tuberculosis"	"10220"	"2019"	"2019"	"Montana"	"30"	2	1068778	0.19
	"Tuberculosis"	"10220"	"2019"	"2019"	"Nevada"	"32"	52	3080156	1.69
	"Tuberculosis"	"10220"	"2019"	"2019"	"New Mexico"	"35"	41	2096829	1.96
	"Tuberculosis"	"10220"	"2019"	"2019"	"Utah"	"49"	27	3205958	0.84
	"Tuberculosis"	"10220"	"2019"	"2019"	"Wyoming"	"56"	1	578759	0.17
	"Tuberculosis"	"10220"	"2019"	"2019"	"Pacific"	"REGION9"	2563	53492270	4.79
	"Tuberculosis"	"10220"	"2019"	"2019"	"Alaska"	"02"	58	731545	7.93
	"Tuberculosis"	"10220"	"2019"	"2019"	"California"	"06"	2113	39512223	5.35
	"Tuberculosis"	"10220"	"2019"	"2019"	"Hawaii"	"15"	99	1415872	6.99
	"Tuberculosis"	"10220"	"2019"	"2019"	"Oregon"	"41"	70	4217737	1.66
	"Tuberculosis"	"10220"	"2019"	"2019"	"Washington"	"53"	223	7614893	2.93
	"Tuberculosis"	"10220"	"2019"	"2019"	"Territories"	"REGION10"	168	Not Available	Not Applicable
	"Tuberculosis"	"10220"	"2019"	"2019"	"American Samoa"	"60"	1	Not Available	Not Applicable
	"Tuberculosis"	"10220"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	51	Not Available	Not Applicable
	"Tuberculosis"	"10220"	"2019"	"2019"	"Guam"	"66"	79	Not Available	Not Applicable
	"Tuberculosis"	"10220"	"2019"	"2019"	"Puerto Rico"	"72"	36	Not Available	Not Applicable
	"Tuberculosis"	"10220"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	1	Not Available	Not Applicable
	"Tularemia"	"10230"	"2019"	"2019"	"United States"	"U.S."	274	328239523	0.08
	"Tularemia"	"10230"	"2019"	"2019"	"New England"	"REGION1"	6	14845063	0.04
	"Tularemia"	"10230"	"2019"	"2019"	"Connecticut"	"09"	0	3565287	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Maine"	"23"	1	1344212	0.07
	"Tularemia"	"10230"	"2019"	"2019"	"Massachusetts"	"25"	4	6892503	0.06
	"Tularemia"	"10230"	"2019"	"2019"	"New Hampshire"	"33"	1	1359711	0.07
	"Tularemia"	"10230"	"2019"	"2019"	"Rhode Island"	"44"	0	1059361	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Vermont"	"50"	0	623989	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	7	41137740	0.02
	"Tularemia"	"10230"	"2019"	"2019"	"New Jersey"	"34"	2	8882190	0.02
	"Tularemia"	"10230"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	3	11116744	0.03
	"Tularemia"	"10230"	"2019"	"2019"	"New York City"	"75772"	0	8336817	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Pennsylvania"	"42"	2	12801989	0.02
	"Tularemia"	"10230"	"2019"	"2019"	"East North Central"	"REGION3"	5	46902431	0.01
	"Tularemia"	"10230"	"2019"	"2019"	"Illinois"	"17"	1	12671821	0.01
	"Tularemia"	"10230"	"2019"	"2019"	"Indiana"	"18"	0	6732219	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Michigan"	"26"	1	9986857	0.01
	"Tularemia"	"10230"	"2019"	"2019"	"Ohio"	"39"	0	11689100	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Wisconsin"	"55"	3	5822434	0.05
	"Tularemia"	"10230"	"2019"	"2019"	"West North Central"	"REGION4"	78	21426573	0.36
	"Tularemia"	"10230"	"2019"	"2019"	"Iowa"	"19"	3	3155070	0.10
	"Tularemia"	"10230"	"2019"	"2019"	"Kansas"	"20"	10	2913314	0.34
	"Tularemia"	"10230"	"2019"	"2019"	"Minnesota"	"27"	1	5639632	0.02
	"Tularemia"	"10230"	"2019"	"2019"	"Missouri"	"29"	24	6137428	0.39
	"Tularemia"	"10230"	"2019"	"2019"	"Nebraska"	"31"	18	1934408	0.93
	"Tularemia"	"10230"	"2019"	"2019"	"North Dakota"	"38"	5	762062	0.66
	"Tularemia"	"10230"	"2019"	"2019"	"South Dakota"	"46"	17	884659	1.92
	"Tularemia"	"10230"	"2019"	"2019"	"South Atlantic"	"REGION5"	11	65784817	0.02
	"Tularemia"	"10230"	"2019"	"2019"	"Delaware"	"10"	0	973764	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"District of Columbia"	"11"	0	705749	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Florida"	"12"	0	21477737	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Georgia"	"13"	1	10617423	0.01
	"Tularemia"	"10230"	"2019"	"2019"	"Maryland"	"24"	2	6045680	0.03
	"Tularemia"	"10230"	"2019"	"2019"	"North Carolina"	"37"	3	10488084	0.03
	"Tularemia"	"10230"	"2019"	"2019"	"South Carolina"	"45"	0	5148714	0.00
	"Tularemia"	"10230"	"2019"	"2019"	"Virginia"	"51"	5	8535519	0.06
	"Tularemia"	"10230"	"2019"	"2019"	"West Virginia"	"54"	0	1792147	0.00
